geo_id,race_eth,pop,case_count,hosp_count,death_count,total_hosp_incidental,pcr_test_count,pcr_test_pos_count,pcr_test_pos_percent
98116,Hispanic,1675.9949,443,,,,4172,405,9.707574305
98116,Multi/Other,1255.1804,376,,,,27543,367,1.332461969
98116,NHPI,88.7173,63,,0,,505,62,12.27722772
98116,Unknown,,235,,0,0,10054,204,2.029043167
98116,White,20828.6623,4330,83,26,32,62978,4064,6.453047096
98117,AIAN,186.2514,63,0,0,,586,58,9.897610922
98117,Asian,2317.4871,636,,,,9143,606,6.628021437
98117,Black,699.7014,165,,,,1718,156,9.08032596
98117,Hispanic,2148.3571,461,,,,4373,433,9.901669335
98117,Multi/Other,1496.1407,397,,0,,39080,384,0.982599795
98117,NHPI,87.6164,43,,0,,271,36,13.28413284
98117,Unknown,,201,0,0,0,15688,182,1.160122387
98117,White,26858.4548,5374,101,27,57,86645,5108,5.895319984
98118,AIAN,171.396,82,,0,,682,75,10.99706745
98118,Asian,17896.3778,3520,142,42,29,40994,3351,8.174366981
98118,Black,12463.1588,2820,148,30,53,24251,2705,11.15417921
98118,Hispanic,4443.1557,1416,35,,17,9155,1349,14.73511742
98118,Multi/Other,2292.3353,897,25,,,63593,880,1.383800104
98118,NHPI,526.5062,261,10,,,1649,253,15.3426319
98118,Unknown,,520,,0,0,33029,495,1.498682976
98118,White,11032.4007,3831,74,33,50,61066,3535,5.788818655
98119,AIAN,139.8972,24,,0,,376,22,5.85106383
98119,Asian,2451.4723,689,,0,,9675,660,6.821705426
98119,Black,787.2273,193,,0,0,2454,174,7.090464548
98119,Hispanic,1937.8983,473,,,,5288,447,8.453101362
98119,Multi/Other,1358.0783,281,,0,,33031,273,0.826496322
98119,NHPI,57.0659,23,0,0,0,349,25,7.163323782
98119,Unknown,,278,0,0,0,20233,229,1.131814363
98119,White,21326.9771,3367,43,16,45,57116,3197,5.597380769
98121,AIAN,172.5565,39,,0,,483,36,7.453416149
98121,Asian,4125.403,1269,13,0,,14964,1230,8.219727346
98121,Black,1750.709,331,23,,13,3899,300,7.694280585
98121,Hispanic,2019.4171,373,,0,,3383,349,10.31628732
98121,Multi/Other,1101.5728,235,,0,,14082,235,1.668797046
98121,NHPI,86.7751,26,,0,0,353,26,7.365439093
98121,Unknown,,249,,0,,9600,217,2.260416667
98121,White,13773.0359,1746,39,,20,25816,1602,6.205453982
98122,AIAN,302.0413,71,,,0,603,60,9.950248756
98122,Asian,5054.0017,1593,15,,,23607,1540,6.523488796
98122,Black,7268.6213,1237,55,10,25,14169,1176,8.299809443
98122,Hispanic,4046.3313,1017,,,,12032,990,8.228058511
98122,Multi/Other,2572.5259,540,16,,,52668,523,0.993012835
98122,NHPI,185.1265,61,,0,0,876,57,6.506849315
98122,Unknown,,414,,0,0,32647,395,1.20991209
98122,White,23618.9246,5124,56,,49,91761,4920,5.361754994
98125,AIAN,316.1446,77,,,,898,78,8.68596882
98125,Asian,8487.8955,1618,38,,,20408,1529,7.492159937
98125,Black,3675.8536,1219,46,,17,10636,1155,10.85934562
98125,Hispanic,4196.8308,1212,24,,14,9130,1160,12.70536692
98125,Multi/Other,2392.5739,599,,0,,42437,590,1.390296204
98125,NHPI,315.0293,97,,0,,1009,95,9.415262636
98125,Unknown,,356,,0,0,32558,344,1.056575957
98125,White,23621.1743,4516,152,60,73,74636,4193,5.617932365
98126,AIAN,183.1701,70,,,0,451,62,13.74722838
98126,Asian,2806.4268,582,17,,,7114,561,7.88585887
98126,Black,2940.912,954,16,,12,6496,912,14.03940887
98126,Hispanic,2314.7115,570,23,0,,4687,542,11.56390015
98126,Multi/Other,1249.4535,397,8,,,29648,388,1.308688613
98126,NHPI,183.7423,54,,,0,445,50,11.23595506
98126,Unknown,,208,,0,0,8922,200,2.241649854
98126,White,15380.0714,3129,76,31,35,47367,2949,6.225853442
98133,AIAN,401.812,116,,,,1229,104,8.462164361
98133,Asian,10107.0902,1911,39,12,14,21796,1816,8.331804001
98133,Black,3891.516,1282,42,,19,10551,1212,11.48706284
98133,Hispanic,4695.1855,1575,48,,17,10277,1519,14.78057799
98133,Multi/Other,2618.468,756,15,,,47306,737,1.55794191
98133,NHPI,284.7875,173,,,,991,156,15.74167508
98133,Unknown,,460,,0,0,24152,437,1.809373965
98133,White,27935.3111,5834,219,70,101,80997,5442,6.718767362
98134,AIAN,36.2666,,0,0,,83,,
98134,Asian,246.9035,75,,0,,1144,74,6.468531469
98134,Black,164.7136,52,,0,,480,46,9.583333333
98134,Hispanic,159.9507,35,,0,0,550,36,6.545454545
98134,Multi/Other,71.4998,14,,0,0,1311,12,0.915331808
98134,NHPI,16.3435,,0,0,0,21,,
98134,Unknown,,86,0,0,0,8676,85,0.979714154
98134,White,519.568,189,,0,,2328,165,7.087628866
98136,AIAN,83.1415,20,0,0,0,226,20,8.849557522
98136,Asian,981.4292,259,,0,,3294,242,7.346690953
98136,Black,453.5677,107,0,0,,1165,103,8.841201717
98136,Hispanic,1031.4728,262,,0,,2462,253,10.27619821
98136,Multi/Other,764.0158,220,,0,0,19480,215,1.103696099
98136,NHPI,54.9281,30,0,0,,280,31,11.07142857
98136,Unknown,,131,,0,0,5829,124,2.127294562
98136,White,12484.6544,2605,38,10,22,38462,2527,6.570121159
98144,AIAN,199.4093,85,,,,854,80,9.367681499
98144,Asian,9306.2048,1588,74,22,14,20152,1544,7.661770544
98144,Black,6624.1742,1379,78,23,40,14443,1311,9.077061552
98144,Hispanic,3948.0116,1278,36,,,9226,1208,13.09343161
98144,Multi/Other,1814.7929,505,10,,,44284,498,1.12455966
98144,NHPI,131.6918,115,,0,,819,106,12.94261294
98144,Unknown,,359,,0,0,19403,323,1.664691027
98144,White,10648.8668,3480,54,22,48,56916,3271,5.747065851
98146,AIAN,228.9706,84,,,,550,73,13.27272727
98146,Asian,5838.6665,1247,35,,16,9140,1193,13.05251641
98146,Black,1949.1373,719,34,,19,4979,672,13.49668608
98146,Hispanic,6485.5609,1997,60,14,18,8809,1747,19.83199001
98146,Multi/Other,1366.5418,406,12,,,21909,388,1.770961705
98146,NHPI,510.9213,149,,0,,1032,138,13.37209302
98146,Unknown,,340,0,0,0,10520,307,2.918250951
98146,White,12796.8931,2739,98,30,36,32683,2595,7.939907597
98148,AIAN,64.8126,22,0,0,0,128,23,17.96875
98148,Asian,1225.8762,409,9,,,2875,388,13.49565217
98148,Black,925.5404,379,15,,,2794,358,12.81317108
98148,Hispanic,2295.7306,836,27,,,3779,754,19.95236835
98148,Multi/Other,544.1889,173,,,0,8154,165,2.023546726
98148,NHPI,237.7753,100,,0,,745,87,11.67785235
98148,Unknown,,331,0,0,0,13389,314,2.345208753
98148,White,4539.9058,1184,55,16,23,11284,1084,9.60652251
98155,AIAN,208.9966,57,,0,0,664,59,8.885542169
98155,Asian,5782.9846,1317,27,13,,13409,1256,9.366843165
98155,Black,1694.0621,722,19,,22,6262,682,10.89108911
98155,Hispanic,2675.7222,921,12,,,5674,869,15.31547409
98155,Multi/Other,1861.7425,576,,,0,31389,562,1.79043614
98155,NHPI,140.0773,97,,,0,700,86,12.28571429
98155,Unknown,,373,,0,0,20718,354,1.708659137
98155,White,22170.6019,4799,151,62,46,66619,4458,6.691784626
98158,Black,,,0,0,0,28,,
98158,Unknown,,,0,0,0,2778,,
98158,White,0.0013,,0,0,0,103,,
98166,AIAN,160.9979,55,,0,0,342,55,16.08187135
98166,Asian,1804.3904,404,14,,,3532,383,10.84371461
98166,Black,776.7193,254,10,,,2205,241,10.92970522
98166,Hispanic,4150.9626,1037,40,,7,5189,901,17.36365388
98166,Multi/Other,921.4992,278,,0,0,16100,268,1.664596273
98166,NHPI,237.9867,79,,0,,551,76,13.79310345
98166,Unknown,,265,0,0,,10386,240,2.310803004
98166,White,15034.407,2744,120,25,45,32469,2563,7.893683206
98168,AIAN,329.4627,115,,0,,829,90,10.85645356
98168,Asian,7761.0016,2232,57,14,20,13265,2173,16.38145496
98168,Black,4626.604,1471,60,,29,9487,1385,14.59892484
98168,Hispanic,8690.2128,3111,84,22,29,13598,2817,20.71628181
98168,Multi/Other,1727.5396,570,12,,,30073,554,1.842184019
98168,NHPI,1062.1482,367,27,,,2190,346,15.79908676
98168,Unknown,,536,0,0,,13429,501,3.730731998
98168,White,12518.2577,2736,134,23,45,26108,2486,9.521985598
98177,AIAN,78.1219,15,0,0,0,195,14,7.179487179
98177,Asian,2134.7096,479,,,,6025,448,7.435684647
98177,Black,485.1198,136,,0,,1229,125,10.17087063
98177,Hispanic,864.0301,276,,,0,2094,254,12.12989494
98177,Multi/Other,810.3112,265,,0,,18825,260,1.381142098
98177,NHPI,40.963,40,,0,,216,39,18.05555556
98177,Unknown,,174,,0,0,9166,154,1.680122191
98177,White,15471.3684,3091,109,41,28,43233,2861,6.617630051
98178,AIAN,124.0257,88,,0,,724,81,11.1878453
98178,Asian,8276.8615,1998,58,15,12,12864,1905,14.80876866
98178,Black,6508.8153,1808,63,,18,13011,1671,12.84297902
98178,Hispanic,2214.5803,910,23,,,3975,837,21.05660377
98178,Multi/Other,1451.7185,499,12,,,29857,486,1.627758984
98178,NHPI,252.7197,166,,0,,868,152,17.51152074
98178,Unknown,,310,,0,0,9723,286,2.941478967
98178,White,5887.5443,1558,56,9,17,16449,1423,8.650981823
98188,AIAN,180.1818,80,,,,499,72,14.42885772
98188,Asian,4338.452,1527,53,,15,9900,1471,14.85858586
98188,Black,4745.0598,1735,61,,27,10625,1673,15.74588235
98188,Hispanic,4348.0605,1723,48,,11,7639,1608,21.04987564
98188,Multi/Other,1140.7605,517,18,,,24840,509,2.049114332
98188,NHPI,948.3863,371,24,,,1904,357,18.75
98188,Unknown,,556,,0,,11805,518,4.387971199
98188,White,8571.2983,1831,115,28,33,18440,1766,9.577006508
98195,AIAN,15.1854,,0,0,0,33,,
98195,Asian,1173.0595,116,0,0,,2049,116,5.661298194
98195,Black,71.2401,10,0,0,0,193,11,5.699481865
98195,Hispanic,240.7164,33,0,0,0,554,29,5.23465704
98195,Multi/Other,306.0527,25,0,0,0,4176,20,0.478927203
98195,NHPI,12.0984,,0,0,0,68,,
98195,Unknown,,157,,0,0,9316,152,1.631601546
98195,White,1773.354,140,0,0,,4318,137,3.172765169
98198,AIAN,318.3427,120,,,,737,110,14.92537313
98198,Asian,5044.7155,1484,39,11,,10357,1394,13.45949599
98198,Black,4098.222,1850,61,16,31,11631,1700,14.61611211
98198,Hispanic,7170.3317,2571,73,,27,11940,2355,19.72361809
98198,Multi/Other,1752.5365,718,26,,8,29362,691,2.353381922
98198,NHPI,1041.8512,510,39,,,2697,481,17.83463107
98198,Unknown,,697,0,0,,28866,581,2.012748562
98198,White,17488.2585,3886,221,63,74,37561,3447,9.177071963
98199,AIAN,80.648,15,,0,0,228,19,8.333333333
98199,Asian,1898.3788,430,,,,6936,413,5.9544406
98199,Black,412.2079,94,,0,0,828,81,9.782608696
98199,Hispanic,1208.5945,376,,,,2832,338,11.93502825
98199,Multi/Other,1003.7108,212,,0,0,24680,205,0.830632091
98199,NHPI,91.64,29,0,0,0,190,28,14.73684211
98199,Unknown,,189,0,0,0,10566,173,1.637327276
98199,White,16813.1369,2918,46,,19,45695,2767,6.055367108
98224,Hispanic,10.4562,,0,0,0,,,
98224,Multi/Other,0.9892,,0,0,0,264,,
98224,White,108.7009,13,0,0,0,228,,
98251,Unknown,,,0,0,0,49,0,0
98251,White,4438.0255,,0,0,0,37,,
98288,Hispanic,6.5454,,0,0,0,,,
98288,Multi/Other,2.916,,0,0,0,183,,
98288,NHPI,0.0891,,0,0,0,,,
98288,Unknown,,,0,0,0,162,,
98288,White,310.4484,32,0,,,261,27,10.34482759
98354,AIAN,78.9537,,0,0,,44,,
98354,Asian,475.8912,,0,0,0,25,,
98354,Black,256.767,10,0,0,0,35,,
98354,Hispanic,501.2727,39,0,0,0,82,35,42.68292683
98354,Multi/Other,394.2175,15,,0,,27,,
98354,NHPI,81.7614,16,0,0,0,24,10,41.66666667
98354,Unknown,,25,,0,0,161,20,12.42236025
98354,White,5573.1627,160,15,,,506,131,25.88932806
Other/Unknown,AIAN,,75,,0,,2105,68,3.2304038
Other/Unknown,Asian,,884,,,,14898,828,5.557792992
Other/Unknown,Black,,566,24,,,10404,534,5.132641292
Other/Unknown,Hispanic,,973,26,,,14626,924,6.317516751
Other/Unknown,Multi/Other,,350,,,0,112804,328,0.290769831
Other/Unknown,NHPI,,119,7,,,1454,108,7.42778542
Other/Unknown,Unknown,,1449,,0,,356525,1371,0.384545263
Other/Unknown,White,,2516,114,23,47,69500,2275,3.273381295
98068,Multi/Other,1.3359,,,,,52,0,0
98068,Unknown,,,,,,28,0,0
98158,Asian,,,,,,55,0,0
98158,Hispanic,,,,,,23,0,0
98158,Multi/Other,,,,,,144,0,0
98224,Unknown,,,,,,107,0,0
98288,AIAN,4.7587,,,,,,0,
98288,Asian,4.9187,,,,,,0,
